Ti,Al,Sn,Zr,Mo,Si,C,Nb,Hf,Ta,Cr,B,Mn,V,Co,Fe,Ni,W,Cu,Zn,Mg,Gd,Y,P,Ce,N,Er,Ca,Ge,Re,O,Ga,T,lnkp,,,,,,
0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,17.95,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-9.343871765,,,,,,
0,2.89,0,0,0,0,0,0,0,5.54,0,0,0,0,77.52,0,0,14.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-9.270444296,,,,,,
0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,77.45,0,0,19.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-9.19654705,,,,,,
0,2.97,0,0,3.02,0,0,0,0,0,0,0,0,0,79.61,0,0,14.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-9.042005057,,,,,,
1.49,2.52,0,0,0,0,0,0,0,0,0,0,0,0,78.83,0,0,17.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-8.8679334,,,,,,
0,3.14,0,0,0,0,0,0,0,0,0,0,0,3.39,78.43,0,5.86,9.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-8.67319744,,,,,,
0,3.01,0,0,0,0,0,0,0,0,0,0,0,1.62,80.71,0,0,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-8.039407422,,,,,,
0.99,5.58,0,0,0.6,0,0,0,0,6,7.9,0,0,0,4.6,0,66.43,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-20.31780073,,,,,,
1,5.6,0,0,0.6,0,0,0,0.11,5.9,7.9,0,0,0,4.7,0,66.19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-19.31227886,,,,,,
1,5.6,0,0,0.6,0,0,0,0.1,6,6,0,0,0,10,0,61.7,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,800,-18.91497707,,,,,,
1,5.6,0,0,0.6,0,0,0,0,6,6,0,0,0,10,0,64.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-18.32537056,,,,,,
1,5.6,0,0,0.6,0,0,0,0,6,6,0,0,0,10,0,64.6,6,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,800,-17.89005249,,,,,,
4.71,4.78,0,0,2.9,0,0,0,0,2,9.7,0,0,0,4.9,0,70.91,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-17.54521201,,,,,,
2.24,5.56,0,0,0.06,0,0.014,0,0,2.76,8.53,0,0,0,5.15,0,66.166,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-19.73001406,,,,,,
3.5,4,0,0,5,0,0.06,0,0,0,15,0.03,0,0,17,0,55.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,-17.42742897,,,,,,
3.5,4,0,0,5,0,0.06,0,0,0,15,0.03,0,0,17,0,55.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-13.28488231,,,,,,
3.5,4,0,0,5,0,0.06,0,0,0,15,0.03,0,0,17,0,55.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,-12.78589114,,,,,,
3.5,4,0,0,5,0,0.06,0,0,0,15,0.03,0,0,17,0,55.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,-11.88398915,,,,,,
3.5,4,0,0,5,0,0.06,0,0,0,15,0.03,0,0,17,0,55.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-11.2505612,,,,,,
3,1.4,0,0.05,4,0,0.06,0,0,0,19.5,0.0065,0,0,13.5,0,58.4835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,-17.95067711,,,,,,
3,1.4,0,0.05,4,0,0.06,0,0,0,19.5,0.0065,0,0,13.5,0,58.4835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-13.07357321,,,,,,
3,1.4,0,0.05,4,0,0.06,0,0,0,19.5,0.0065,0,0,13.5,0,58.4835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,-11.91340303,,,,,,
3,1.4,0,0.05,4,0,0.06,0,0,0,19.5,0.0065,0,0,13.5,0,58.4835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-11.04292184,,,,,,
5,2.5,0,0.04,3,0,0.02,0,0,0,18,0.035,0,0,15,0,55.155,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,-16.53361109,,,,,,
5,2.5,0,0.04,3,0,0.02,0,0,0,18,0.035,0,0,15,0,55.155,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,-13.41004545,,,,,,
5,2.5,0,0.04,3,0,0.02,0,0,0,18,0.035,0,0,15,0,55.155,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-13.12236338,,,,,,
5,2.5,0,0.04,3,0,0.02,0,0,0,18,0.035,0,0,15,0,55.155,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,-11.81403056,,,,,,
5,2.5,0,0.04,3,0,0.02,0,0,0,18,0.035,0,0,15,0,55.155,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-10.34977466,,,,,,
60.61,0.8,0,0,0,6.25,0,0,5.29,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-5.626821434,,,,,,
16.6,0.78,0,0,0,6.09,0,0,5.16,5.23,9.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-9.210340372,,,,,,
16.9,0.79,3.49,0,0,6.2,0,0,5.25,0,9.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-11.41761529,,,,,,
16.41,0.77,0,0,0,7.22,0,69.01,5.1,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-2.396895772,,,,,,
16.6,0.78,0,0,0,7.31,0,67.14,5.16,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-2.534012864,,,,,,
17.01,0.8,0,0,0,7.48,0,63.27,5.28,0,6.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-2.840439389,,,,,,
16.57,0.78,0,0,0,7.29,0,66.97,5.15,0,1.5,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-3.059737604,,,,,,
17.22,0.81,0,0,0,7.58,0,66.86,5.35,0,1.56,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-3.218875825,,,,,,
17.65,0.83,0,0,0,7.77,0,65.67,5.48,0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-3.090042953,,,,,,
17.43,0.82,0,0,0,7.67,0,64.86,5.42,0,3.16,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-3.393229212,,,,,,
16.93,1.59,0,0,0,7.45,0,65.71,5.26,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-3.955974893,,,,,,
17.27,2.43,0,0,0,7.6,0,64.22,5.36,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-4.384429519,,,,,,
16.41,0.77,0,0,0,7.22,0,69.01,5.1,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,-1.87470639,,,,,,
16.6,0.78,0,0,0,7.31,0,67.14,5.16,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,-1.944211592,,,,,,
17.01,0.8,0,0,0,7.48,0,63.27,5.28,0,6.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,-2.217325249,,,,,,
16.57,0.78,0,0,0,7.29,0,66.97,5.15,0,1.5,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,-2.719920374,,,,,,
17.22,0.81,0,0,0,7.58,0,66.86,5.35,0,1.56,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,-3.074234502,,,,,,
17.65,0.83,0,0,0,7.77,0,65.67,5.48,0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,-2.924901093,,,,,,
17.43,0.82,0,0,0,7.67,0,64.86,5.42,0,3.16,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,-3.185924725,,,,,,
16.93,1.59,0,0,0,7.45,0,65.71,5.26,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,-2.237640404,,,,,,
17.27,2.43,0,0,0,7.6,0,64.22,5.36,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,-3.185924725,,,,,,
16.41,0.77,0,0,0,7.22,0,69.01,5.1,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-1.657158649,,,,,,
16.6,0.78,0,0,0,7.31,0,67.14,5.16,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-1.750943875,,,,,,
17.01,0.8,0,0,0,7.48,0,63.27,5.28,0,6.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-2.099644249,,,,,,
16.57,0.78,0,0,0,7.29,0,66.97,5.15,0,1.5,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-3.170085661,,,,,,
17.22,0.81,0,0,0,7.58,0,66.86,5.35,0,1.56,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-2.157619323,,,,,,
17.65,0.83,0,0,0,7.77,0,65.67,5.48,0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-2.746063643,,,,,,
17.43,0.82,0,0,0,7.67,0,64.86,5.42,0,3.16,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-2.772588722,,,,,,
16.93,1.59,0,0,0,7.45,0,65.71,5.26,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-2.407945609,,,,,,
17.27,2.43,0,0,0,7.6,0,64.22,5.36,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-2.464280832,,,,,,
47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-8.070906089,,,,,,
47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-6.52453578,,,,,,
49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-5.57012609,,,,,,
47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-5.192876854,,,,,,
49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-8.764053269,,,,,,
49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-6.555550311,,,,,,
47.6,47,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-11.48862317,,,,,,
47.6,47,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-9.956677381,,,,,,
47.6,47,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-8.682657631,,,,,,
50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-12.72930829,,,,,,
50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-10.94761166,,,,,,
50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-9.274878893,,,,,,
52.5,45,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-12.72930829,,,,,,
52.5,45,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-11.16367804,,,,,,
52.5,45,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-9.777559996,,,,,,
50.5,47,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-12.85846183,,,,,,
50.5,47,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-11.61009738,,,,,,
50.5,47,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-10.08580111,,,,,,
45.5,52,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-13.88004908,,,,,,
45.5,52,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-12.09238688,,,,,,
45.5,52,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-10.70600327,,,,,,
84.093,4.91,5.99,3.95,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,700,-12.90322785,,,,,,
85.018,4.92,3.04,3.96,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,1.98,700,-12.98608576,,,,,,
90.11,4.91,0,3.95,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,3.99,700,-13.17681956,,,,,,
84.093,4.91,5.99,3.95,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,750,-11.4593847,,,,,,
85.018,4.92,3.04,3.96,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,1.98,750,-10.07332733,,,,,,
90.11,4.91,0,3.95,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,3.99,750,-11.5273287,,,,,,
86,6,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,-9.960693026,,,,,,
86,6,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,-10.49119422,,,,,,
86,6,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,-10.84797202,,,,,,
50,48,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-8.782461669,,,,,,
48,48,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-12.83466881,,,,,,
50,48,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-13.63235601,,,,,,
50,48,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-6.068345591,,,,,,
48,48,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-11.81308506,,,,,,
50,48,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-12.27263989,,,,,,
54.3,26.2,0,0,0,0.1,0,18.3,0,0,0,0.03,0,0,0,0,0,0.9,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,900,-12.13804024,,,,,,
54.3,26.2,0,0,0,0.1,0,18.3,0,0,0,0.03,0,0,0,0,0,0.9,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,800,-15.03189338,,,,,,
54.3,26.2,0,0,0,0.1,0,18.3,0,0,0,0.03,0,0,0,0,0,0.9,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,700,-16.41825524,,,,,,
48.6,28.6,0,0,0,0.1,0.04,18.2,0,4.2,0,0.02,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,900,-13.41004545,,,,,,
48.6,28.6,0,0,0,0.1,0.04,18.2,0,4.2,0,0.02,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,800,-14.62654078,,,,,,
48.6,28.6,0,0,0,0.1,0.04,18.2,0,4.2,0,0.02,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1000,-11.91564435,,,,,,
48.6,28.6,0,0,0,0.1,0.04,18.2,0,4.2,0,0.02,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,700,-19.19079537,,,,,,
59.6,32.6,0,0,4.9,0.2,0,0,0,0,2.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-10.91134548,,,,,,
59.6,32.6,0,0,4.9,0.2,0,0,0,0,2.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-12.83466881,,,,,,
59.6,32.6,0,0,4.9,0.2,0,0,0,0,2.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-17.80441461,,,,,,
59.2,33.4,0,0,0,0,0,4.8,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-13.19924442,,,,,,
67.58,0.04,0,0,0,0.01,0.25,0,0,0,0.005,30.6,0.005,0,0,0.32,0.01,0,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0.3,0,1200,-3.527100799,,,,,,
67.58,0.04,0,0,0,0.01,0.25,0,0,0,0.005,30.6,0.005,0,0,0.32,0.01,0,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0.3,0,1100,-1.454573202,,,,,,
67.58,0.04,0,0,0,0.01,0.25,0,0,0,0.005,30.6,0.005,0,0,0.32,0.01,0,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0.3,0,1000,-4.252951155,,,,,,
67.58,0.04,0,0,0,0.01,0.25,0,0,0,0.005,30.6,0.005,0,0,0.32,0.01,0,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0.3,0,950,-4.828313737,,,,,,
67.58,0.04,0,0,0,0.01,0.25,0,0,0,0.005,30.6,0.005,0,0,0.32,0.01,0,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0.3,0,900,-5.768320996,,,,,,
67.58,0.04,0,0,0,0.01,0.25,0,0,0,0.005,30.6,0.005,0,0,0.32,0.01,0,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0.3,0,800,-7.025537065,,,,,,
67.58,0.04,0,0,0,0.01,0.25,0,0,0,0.005,30.6,0.005,0,0,0.32,0.01,0,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0.3,0,700,-7.965609575,,,,,,
64.51,0.08,0,0,0.72,0.05,0.28,0,0,0,0.02,30.4,0.02,0,0,1.75,1.36,0.11,0.01,0,0.27,0,0,0,0,0.1,0,0.01,0,0,0.31,0,1200,-4.668227139,,,,,,
64.51,0.08,0,0,0.72,0.05,0.28,0,0,0,0.02,30.4,0.02,0,0,1.75,1.36,0.11,0.01,0,0.27,0,0,0,0,0.1,0,0.01,0,0,0.31,0,1100,-5.002339797,,,,,,
64.51,0.08,0,0,0.72,0.05,0.28,0,0,0,0.02,30.4,0.02,0,0,1.75,1.36,0.11,0.01,0,0.27,0,0,0,0,0.1,0,0.01,0,0,0.31,0,1000,-5.517967029,,,,,,
64.51,0.08,0,0,0.72,0.05,0.28,0,0,0,0.02,30.4,0.02,0,0,1.75,1.36,0.11,0.01,0,0.27,0,0,0,0,0.1,0,0.01,0,0,0.31,0,950,-6.388366425,,,,,,
64.51,0.08,0,0,0.72,0.05,0.28,0,0,0,0.02,30.4,0.02,0,0,1.75,1.36,0.11,0.01,0,0.27,0,0,0,0,0.1,0,0.01,0,0,0.31,0,900,-6.74563643,,,,,,
64.51,0.08,0,0,0.72,0.05,0.28,0,0,0,0.02,30.4,0.02,0,0,1.75,1.36,0.11,0.01,0,0.27,0,0,0,0,0.1,0,0.01,0,0,0.31,0,800,-8.221208184,,,,,,
64.51,0.08,0,0,0.72,0.05,0.28,0,0,0,0.02,30.4,0.02,0,0,1.75,1.36,0.11,0.01,0,0.27,0,0,0,0,0.1,0,0.01,0,0,0.31,0,700,-9.798119037,,,,,,
71.04,20.03,0,0,0,0,8.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-29.34271326,,,,,,
71.04,20.03,0,0,0,0,8.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-29.76758343,,,,,,
71.04,20.03,0,0,0,0,8.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-30.99146051,,,,,,
71.04,20.03,0,0,0,0,8.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-31.90768715,,,,,,
46.6,46,0,0,0,0.3,0.1,6,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-12.10063213,,,,,,
46.6,46,0,0,0,0.3,0.1,6,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-12.89921983,,,,,,
56.6,31.9,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-9.421061403,,,,,,
45.3,25.5,0,0,0,0,0,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-11.21697765,,,,,,
39.5,22.2,0,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-9.830646096,,,,,,
24.1,13.6,0,0,0,0,0,62.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-8.790906615,,,,,,
0,9.73,0,0,0,0,0,0,0,0,17.7,0,0,0,18.94,18.48,18.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-11.79263937,,,,,,
0.74,8.97,0,0,0,0,0,0,0,0,17.5,0,0,0,19.1,18.45,18.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-14.70314095,,,,,,
1.42,3.73,0,0,0,0,0.022,0,0,0,5.34,0,0,0,45.158,0,27.32,17.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-10.6644854,,,,,,
2.1,4.13,0,0,0,0,0.024,0,0,0,5.34,0,0,0,44.536,0,27.15,16.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-11.12834357,,,,,,
63.1,34.1,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-8.804875264,,,,,,
59.2,33.4,0,0,0,0,0,4.8,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-10.75165246,,,,,,
63.8,33.3,0,0,0,0.1,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-12.52638811,,,,,,
84.18,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-14.61824942,,,,,,
74.63,15.02,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-16.48698778,,,,,,
66,14.3,0,0,0,0,0,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-16.66904907,,,,,,
65.1,13.5,0,0,0,0,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-17.09148597,,,,,,
64.3,14.2,0,0,2,0,0,19.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-15.53030899,,,,,,
74.63,15.02,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-13.52882899,,,,,,
66,14.3,0,0,0,0,0,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-13.83744947,,,,,,
65.1,13.5,0,0,0,0,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-14.31177603,,,,,,
74.63,15.02,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-10.45201504,,,,,,
71.1,14.7,0,0,0,0,0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-10.58273183,,,,,,
37.1,0,0,0,42.8,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-8.634963727,,,,,,
37.1,0,0,0,42.8,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-11.21697765,,,,,,
37.1,0,0,0,42.8,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,-16.01283514,,,,,,
37.1,0,0,0,42.8,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,-17.3990215,,,,,,
66.47,33.48,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,800,-12.52215419,,,,,,
66.47,33.48,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,900,-11.1607205,,,,,,
66.47,33.48,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1000,-6.109347588,,,,,,
50.3172,39.4,0,0,0,0.07,0.016,0.01,0,0,0,0,0,10,0,0.08,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.1,0,800,-9.092557336,,,,,,
